"","brand","model","processor_brand","processor_name","processor_gnrtn","processor_gnrtn_isBAD","ram_gb","ram_type","ssd","hdd","os","os_bit","graphic_card_gb","weight","display_size","display_size_isBAD","warranty","Touchscreen","msoffice","latest_price","old_price","discount","star_rating","ratings","reviews","latest_price_cat"
"379","DELL","Inspiron","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"Casual",15.1220212765957,1,1,"Yes","Yes",1141.91935483871,89564,20,4.7,98,6,"mid"
"380","Lenovo","ThinkPad","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",15.1220212765957,1,1,"No","Yes",1064.35483870968,75879,13,4.1,31,2,"mid"
"381","ASUS","VivoBook","Intel","Core i5",8,0,8,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",15.1220212765957,1,1,"No","No",865.967741935484,58990,8,4.4,19,3,"mid"
"383","ASUS","VivoBook","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"Casual",15.1220212765957,1,1,"No","Yes",857.903225806452,69990,24,4.5,11,0,"mid"
"384","Lenovo","IdeaPad","Intel","Core i5",10,0,8,"DDR4",512,0,"Windows","32-bit",2,"Casual",15.1220212765957,1,2,"No","Yes",951.596774193548,65999,10,4.4,45,3,"mid"
"391","Lenovo","IdeaPad","Intel","Core i5",10,0,8,"DDR4",512,0,"Windows","64-bit",4,"Gaming",15.1220212765957,1,0,"No","No",1127.40322580645,73899,5,4.3,474,37,"mid"
"393","DELL","GAMING","Intel","Core i5",10,0,8,"DDR4",512,0,"Windows","64-bit",4,"Casual",15.1220212765957,1,1,"No","No",1230.64516129032,79999,4,4.2,6,0,"mid"
"395","DELL","Inspiron","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",15.1220212765957,1,0,"No","No",1175.8064516129,74900,2,3.9,24,4,"mid"
"396","DELL","Inspiron","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"Casual",15.1220212765957,1,1,"Yes","Yes",1193.38709677419,92600,20,4.5,195,17,"mid"
"399","HP","Spectre","Intel","Core i5",10,0,8,"DDR4",512,0,"Windows","64-bit",0,"Casual",15.1220212765957,1,1,"Yes","No",2032.25806451613,152042,17,5,2,1,"high"
"403","DELL","Inspiron","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",2,"Casual",16,0,1,"Yes","Yes",1338.54838709677,94600,12,4.5,21,2,"high"
"406","DELL","Inspiron","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",2,"Casual",15.1220212765957,1,1,"Yes","Yes",1290.16129032258,88600,9,4.8,5,0,"mid"
"411","DELL","Inspiron","Intel","Core i5",10,0,8,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",15.1220212765957,1,1,"No","Yes",1282.25806451613,99433,20,4.3,10,1,"mid"
"412","DELL","Inspiron","Intel","Core i5",10,0,8,"DDR4",512,0,"Windows","64-bit",2,"Casual",15.1220212765957,1,1,"No","Yes",1338.54838709677,107786,23,3.7,15,3,"high"
"413","DELL","Inspiron","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",2,"Casual",15.1220212765957,1,1,"No","Yes",1144.83870967742,76094,6,4.4,138,23,"mid"
"416","DELL","_invalid_","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",2,"Casual",16,0,0,"Yes","No",1338.54838709677,94890,12,4.4,16,3,"high"
"417","MSI","Prestige","Intel","Core i5",11,0,8,"LPDDR4X",512,0,"Windows","64-bit",0,"Casual",16,0,1,"No","No",1290.16129032258,93489,14,4.9,11,4,"mid"
"420","ASUS","ZenBook","Intel","Core i5",10,0,8,"LPDDR3",512,0,"Windows","64-bit",2,"Casual",15.1220212765957,1,1,"No","Yes",1709.51612903226,0,0,5,4,0,"high"
"422","Lenovo","Ideapad","Intel","Core i5",8,0,8,"DDR4",512,0,"Windows","64-bit",2,"Casual",15.1220212765957,1,1,"No","Yes",967.725806451613,80000,25,4.4,22,3,"mid"
"423","Lenovo","Yoga","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"Casual",16,0,1,"No","Yes",1483.85483870968,92000,0,4.6,16,2,"high"
"424","DELL","Inspiron","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"Casual",16,0,1,"Yes","Yes",1272.58064516129,84900,7,3.6,16,1,"mid"
"426","Nokia","PureBook","Intel","Core i5",11,0,16,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",14,0,0,"No","No",903.064516129032,82990,32,4.1,117,31,"mid"
"427","Lenovo","IdeaPad","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",4,"Gaming",15.6,0,0,"No","No",983.709677419355,93690,34,3.9,14,6,"mid"
"429","DELL","Inspiron","Intel","Core i5",11,0,16,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",15.6,0,0,"No","No",1132.09677419355,90783,22,3.5,6,3,"mid"
"433","Nokia","PureBook","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",14,0,0,"No","No",851.451612903226,82990,36,4,5,0,"mid"
"435","Avita","Liber","Intel","Core i5",8,0,8,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",14,0,0,"No","No",725.645161290323,76990,41,3.4,17,3,"mid"
"436","ASUS","Intel","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"Casual",13.3,0,1,"Yes","Yes",1370.8064516129,115990,26,3.9,17,2,"high"
"437","Lenovo","Ideapad","Intel","Core i5",10,0,8,"DDR4",512,0,"Windows","64-bit",2,"Casual",14,0,1,"Yes","Yes",1403.20967741935,109000,20,4.7,3,0,"high"
"438","HP","Pavilion","Intel","Core i5",11,0,16,"DDR4",512,0,"Windows","64-bit",2,"Casual",15.6,0,1,"No","No",1258.06451612903,89000,12,4.4,512,85,"mid"
"439","Avita","Liber","Intel","Core i5",8,0,8,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",14,0,0,"No","No",1178.43548387097,76990,5,3.4,17,3,"mid"
"440","Avita","Liber","Intel","Core i5",8,0,8,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",14,0,0,"No","No",1178.43548387097,76990,5,3.4,17,3,"mid"
"442","Lenovo","Ideapad","Intel","Core i5",8,0,8,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",13.3,0,1,"No","Yes",1209.51612903226,83458,10,3.3,3,1,"mid"
"443","ASUS","ROG","Intel","Core i5",10,0,8,"DDR4",512,0,"Windows","64-bit",4,"Casual",15.6,0,0,"No","No",1225.64516129032,101990,25,4.6,1365,137,"mid"
"444","Lenovo","_invalid_","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","32-bit",2,"Casual",15.6,0,1,"No","Yes",1356.22580645161,0,0,3.5,8,3,"high"
"445","ASUS","ASUS","Intel","Core i5",11,0,8,"DDR4",1024,0,"Windows","64-bit",4,"Gaming",15.6,0,0,"No","No",1225.64516129032,116990,35,4.5,368,48,"mid"
"446","ASUS","TUF","Intel","Core i5",11,0,8,"DDR4",1024,0,"Windows","64-bit",4,"Gaming",17.3,0,1,"No","Yes",1257.90322580645,115990,32,4.4,202,26,"mid"
"447","ASUS","ROG","Intel","Core i5",10,0,8,"DDR4",1024,0,"Windows","64-bit",4,"Casual",15.6,0,1,"No","No",1257.90322580645,149990,48,4.5,187,26,"mid"
"450","ASUS","ROG","Intel","Core i5",10,0,8,"DDR4",1024,0,"Windows","64-bit",4,"Casual",15.1220212765957,1,0,"No","No",1338.54838709677,107990,23,4.5,844,118,"high"
"452","ASUS","F17","Intel","Core i5",11,0,8,"DDR4",1024,0,"Windows","64-bit",4,"Casual",15.1220212765957,1,0,"No","No",1362.90322580645,105000,19,4.3,3,0,"high"
"453","DELL","Inspiron","Intel","Core i5",11,0,8,"LPDDR4X",1024,0,"Windows","64-bit",0,"ThinNlight",13.3,0,0,"No","No",1196.61290322581,83417,11,4.5,21,3,"mid"
"454","Lenovo","ThinkBook","Intel","Core i5",11,0,8,"DDR4",1024,0,"Windows","64-bit",0,"ThinNlight",13.3,0,1,"No","Yes",1048.22580645161,121608,46,3,4,0,"mid"
"458","acer","Aspire","Intel","Core i5",11,0,8,"DDR4",0,1024,"Windows","64-bit",0,"ThinNlight",14,0,1,"No","No",757.903225806452,56999,17,3.8,253,28,"mid"
"459","DELL","Vostro","Intel","Core i5",11,0,8,"DDR4",0,1024,"Windows","64-bit",0,"ThinNlight",14,0,1,"No","Yes",790.161290322581,70286,30,3.6,470,46,"mid"
"460","acer","Aspire","Intel","Core i5",8,0,8,"DDR4",0,1024,"Windows","64-bit",2,"Casual",15.1220212765957,1,1,"No","Yes",967.725806451613,62511,4,4.1,118,28,"mid"
"461","ASUS","VivoBook","Intel","Core i5",10,0,8,"DDR4",0,1024,"Windows","64-bit",0,"ThinNlight",15.1220212765957,1,1,"No","No",757.903225806452,55990,16,4,1444,179,"mid"
"462","MSI","GF63","Intel","Core i5",10,0,8,"DDR4",0,1024,"Windows","64-bit",4,"Casual",15.1220212765957,1,2,"No","No",854.677419354839,72990,27,4.1,1114,137,"mid"
"464","Lenovo","B50-70","Intel","Core i5",4,0,8,"DDR3",0,1024,"Windows","64-bit",0,"Casual",15.1220212765957,1,0,"No","No",846.612903225806,0,0,3.8,78,17,"mid"
"465","Lenovo","Ideapad","Intel","Core i5",8,0,8,"DDR4",0,1024,"Windows","64-bit",4,"Casual",15.1220212765957,1,1,"No","No",919.193548387097,62594,8,4,21,5,"mid"
"466","acer","Aspire","Intel","Core i5",8,0,8,"DDR4",0,1024,"Windows","64-bit",2,"ThinNlight",15.1220212765957,1,1,"No","No",999.838709677419,62549,0,4.1,73,21,"mid"
"477","HP","Pavilion","Intel","Core i5",8,0,8,"DDR4",0,1024,"Windows","64-bit",2,"Casual",15.6,0,1,"No","Yes",1048.22580645161,68270,4,4.3,23,4,"mid"
"478","HP","15q","Intel","Core i5",8,0,8,"DDR4",0,1024,"Windows","64-bit",0,"Casual",15.6,0,1,"No","No",754.677419354839,50190,6,4.2,3062,325,"mid"
"479","HP","_invalid_","Intel","Core i5",7,0,4,"DDR4",0,1024,"Windows","64-bit",0,"Casual",15.6,0,1,"No","No",719.338709677419,0,0,4.1,122,12,"low"
"480","acer","Swift","Intel","Core i5",8,0,8,"DDR4",0,1024,"Windows","64-bit",2,"Casual",15.6,0,1,"No","No",1176.83870967742,73199,0,4.2,18,6,"mid"
"481","HP","250","Intel","Core i5",10,0,8,"DDR4",0,1024,"Windows","32-bit",0,"Casual",15.6,0,1,"No","Yes",786.935483870968,54786,10,3.4,11,1,"mid"
"482","acer","Aspire","Intel","Core i5",10,0,8,"DDR4",0,1024,"Windows","64-bit",2,"Casual",15.6,0,1,"No","No",911.145161290323,0,0,3.2,30,6,"mid"
"483","ASUS","VivoBook","Intel","Core i5",11,0,8,"DDR4",256,1024,"Windows","32-bit",0,"Casual",15.6,0,1,"No","Yes",822.41935483871,70990,28,4.3,1188,127,"mid"
"484","ASUS","VivoBook","Intel","Core i5",10,0,8,"DDR4",256,1024,"Windows","64-bit",4,"Gaming",15.6,0,0,"No","No",903.064516129032,81990,31,4.5,23,0,"mid"
"485","acer","Aspire","Intel","Core i5",11,0,8,"DDR4",256,1024,"Windows","64-bit",0,"Casual",15.6,0,1,"No","No",935.322580645161,69999,17,4.6,32,1,"mid"
"487","DELL","Inspiron","Intel","Core i5",11,0,8,"DDR4",256,1024,"Windows","64-bit",0,"Casual",15.6,0,1,"No","No",935.322580645161,74833,22,4.2,47,0,"mid"
"488","acer","Aspire","Intel","Core i5",11,0,8,"DDR4",256,1024,"Windows","64-bit",0,"ThinNlight",15.6,0,1,"No","No",919.193548387097,64999,12,4,27,2,"mid"
"489","acer","Travelmate","Intel","Core i5",11,0,8,"DDR4",256,1024,"Windows","64-bit",0,"Casual",14,0,0,"No","No",895,60000,7,3.8,8,3,"mid"
"490","DELL","Inspiron","Intel","Core i5",11,0,8,"DDR4",256,1024,"Windows","64-bit",2,"Casual",15.6,0,1,"No","No",1007.90322580645,86199,27,3.9,157,20,"mid"
"491","ASUS","VivoBook","Intel","Core i5",11,0,16,"DDR4",256,1024,"Windows","64-bit",0,"Casual",15.6,0,1,"No","No",1048.22580645161,85990,24,4.7,10,1,"mid"
"492","Lenovo","Ideapad","Intel","Core i5",11,0,8,"DDR4",256,1024,"Windows","64-bit",2,"Casual",15.6,0,1,"No","Yes",967.58064516129,93690,35,4.3,52,4,"mid"
"493","ASUS","VivoBook","Intel","Core i5",11,0,8,"DDR4",256,1024,"Windows","64-bit",2,"Casual",15.6,0,1,"No","Yes",970.806451612903,78990,23,4.4,33,4,"mid"
"494","ASUS","VivoBook","Intel","Core i5",9,0,8,"DDR4",256,1024,"Windows","64-bit",4,"Gaming",15.6,0,0,"No","No",878.870967741935,77990,30,4.3,343,47,"mid"
"495","Lenovo","Legion","Intel","Core i5",9,0,8,"DDR4",256,1024,"Windows","64-bit",4,"Casual",15.6,0,1,"No","Yes",983.709677419355,86690,29,4.3,131,17,"mid"
"496","DELL","Inspiron","Intel","Core i5",11,0,4,"DDR4",256,1024,"Windows","64-bit",0,"ThinNlight",14.9,0,1,"No","Yes",899.838709677419,60078,7,4.2,41,4,"mid"
"497","ASUS","VivoBook","Intel","Core i5",11,0,16,"DDR4",256,1024,"Windows","64-bit",0,"Casual",15.6,0,1,"No","Yes",1048.22580645161,85990,24,4.3,328,51,"mid"
"498","ASUS","_invalid_","Intel","Core i5",11,0,16,"DDR4",256,1024,"Windows","64-bit",0,"ThinNlight",17.3,0,0,"No","No",951.451612903226,85990,31,4.8,6,1,"mid"
"499","DELL","Vostro","Intel","Core i5",11,0,8,"DDR4",256,1024,"Windows","64-bit",0,"ThinNlight",14,0,1,"No","Yes",886.935483870968,80284,31,3.8,353,28,"mid"
"500","HP","Pavilion","Intel","Core i5",11,0,8,"DDR4",256,1024,"Windows","64-bit",4,"Gaming",15.6,0,1,"No","Yes",1161.12903225806,87717,17,4.3,127,20,"mid"
"502","Lenovo","Ideapad","Intel","Core i5",11,0,8,"DDR4",256,1024,"Windows","64-bit",2,"Casual",15.6,0,1,"No","Yes",1064.35483870968,99290,33,4.2,241,19,"mid"
"503","ASUS","VivoBook","Intel","Core i5",11,0,8,"DDR4",256,1024,"Windows","64-bit",0,"Casual",15.1220212765957,1,1,"No","No",806.290322580645,72990,31,3.9,22,2,"mid"
"504","DELL","Vostro","Intel","Core i5",11,0,8,"DDR4",256,1024,"Windows","64-bit",0,"ThinNlight",15.1220212765957,1,1,"No","Yes",951.451612903226,74066,20,4,8,1,"mid"
"505","Lenovo","IdeaPad","Intel","Core i5",10,0,8,"DDR4",256,1024,"Windows","64-bit",4,"Gaming",15.1220212765957,1,0,"No","No",1203.06451612903,109990,32,4.4,898,128,"mid"
"506","ASUS","_invalid_","Intel","Core i5",10,0,8,"DDR4",256,1024,"Windows","32-bit",2,"Casual",15.1220212765957,1,0,"No","No",951.451612903226,67990,13,5,1,1,"mid"
"508","DELL","Inspiron","Intel","Core i5",11,0,8,"DDR4",256,1024,"Windows","64-bit",2,"Casual",15.1220212765957,1,0,"No","No",1072.41935483871,88519,24,3.8,6,1,"mid"
"509","DELL","G3","Intel","Core i5",10,0,8,"DDR4",256,1024,"Windows","64-bit",4,"Casual",15.1220212765957,1,0,"No","No",1256.45161290323,82300,5,4.3,179,34,"mid"
"510","DELL","Inspiron","Intel","Core i5",11,0,8,"DDR4",256,1024,"Windows","64-bit",2,"Casual",15.1220212765957,1,0,"No","No",1088.54838709677,82600,18,3.8,41,5,"mid"
"512","DELL","Inspiron","Intel","Core i5",11,0,8,"DDR4",256,1024,"Windows","64-bit",0,"Casual",15.1220212765957,1,1,"No","Yes",951.451612903226,61990,4,4.3,114,9,"mid"
"513","Lenovo","IdeaPad","Intel","Core i5",10,0,8,"DDR4",256,1024,"Windows","64-bit",4,"Gaming",15.1220212765957,1,0,"No","No",1209.66129032258,75500,0,4.3,268,25,"mid"
"514","ASUS","VivoBook","Intel","Core i5",11,0,8,"DDR4",256,1024,"Windows","64-bit",0,"Casual",15.1220212765957,1,1,"No","Yes",1111.29032258065,78999,12,5,6,1,"mid"
"515","DELL","Inspiron","Intel","Core i5",11,0,8,"DDR4",256,1024,"Windows","64-bit",2,"Casual",15.6,0,0,"No","No",1156.37096774194,75732,5,4.2,153,16,"mid"
"516","acer","Travelmate","Intel","Core i5",11,0,16,"DDR4",256,1024,"Windows","64-bit",0,"Casual",14,0,0,"No","No",1007.90322580645,85000,26,3.4,8,0,"mid"
"517","DELL","Inspiron","Intel","Core i5",8,0,8,"DDR4",0,2048,"Windows","64-bit",2,"Casual",15.6,0,1,"No","Yes",1005.11290322581,0,0,4,377,53,"mid"
"519","DELL","Inspiron","Intel","Core i7",8,0,16,"DDR4",256,0,"Windows","64-bit",4,"Casual",15.1220212765957,1,1,"No","Yes",1419.1935483871,88532,0,4.1,120,21,"high"
"526","ASUS","VivoBook","Intel","Core i7",10,0,16,"DDR4",512,0,"Windows","64-bit",0,"Casual",15.6,0,1,"No","No",935.322580645161,80990,28,4.3,76,9,"mid"
"527","ASUS","VivoBook","Intel","Core i7",10,0,8,"DDR4",512,0,"Windows","64-bit",4,"Gaming",15.6,0,0,"No","No",999.838709677419,88990,30,4.5,11,2,"mid"
"528","MSI","GF63","Intel","Core i7",10,0,16,"DDR4",512,0,"Windows","64-bit",4,"Casual",15.6,0,2,"No","No",1290.16129032258,95990,16,4.5,484,56,"mid"
"529","Lenovo","IdeaPad","Intel","Core i7",10,0,8,"DDR4",512,0,"Windows","64-bit",4,"Gaming",15.6,0,1,"No","Yes",1112.74193548387,99290,30,4.5,44,2,"mid"
"530","Mi","Notebook","Intel","Core i7",10,0,8,"DDR4",512,0,"Windows","64-bit",2,"Casual",14,0,1,"No","No",959.516129032258,65999,9,4.2,399,40,"mid"
"531","Lenovo","IdeaPad","Intel","Core i7",11,0,16,"DDR4",512,0,"Windows","64-bit",0,"Casual",14,0,1,"Yes","Yes",1386.93548387097,125890,31,4.4,77,10,"high"
"532","Lenovo","Legion","Intel","Core i7",11,0,16,"DDR4",512,0,"Windows","64-bit",4,"Casual",15.6,0,1,"No","Yes",1612.74193548387,153490,34,4.4,11,3,"high"
"533","Infinix","X1","Intel","Core i7",10,0,16,"LPDDR4X",512,0,"Windows","64-bit",8,"Casual",14,0,0,"No","No",886.935483870968,69999,21,4.3,57,14,"mid"
"534","ASUS","VivoBook","Intel","Core i7",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"Casual",14,0,1,"No","Yes",1257.90322580645,96990,19,4.3,21,5,"mid"
"535","Lenovo","IdeaPad","Intel","Core i7",11,0,8,"DDR4",512,0,"Windows","64-bit",4,"Gaming",15.6,0,0,"No","No",1290.16129032258,118890,32,4,5,2,"mid"
"536","HP","Pavilion","Intel","Core i7",11,0,16,"DDR4",512,0,"Windows","64-bit",4,"Casual",15.6,0,1,"No","Yes",1503.06451612903,118776,21,5,4,0,"high"
"538","Lenovo","Thinkbook","Intel","Core i7",11,0,16,"DDR4",512,0,"Windows","64-bit",0,"Casual",14,0,3,"Yes","Yes",1370.8064516129,109696,22,4.5,13,2,"high"
"539","MSI","_invalid_","Intel","Core i7",10,0,8,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",14,0,0,"No","No",935.322580645161,78990,26,4.4,15,0,"mid"
"540","HP","Envy","Intel","Core i7",11,0,16,"DDR4",512,0,"Windows","64-bit",0,"Casual",13.3,0,1,"Yes","Yes",1661.12903225806,114751,10,4.7,11,2,"high"
"542","ASUS","ASUS","Intel","Core i7",11,0,16,"DDR4",512,0,"Windows","64-bit",4,"Gaming",16,0,0,"No","No",1532.09677419355,101990,6,4.5,118,15,"high"
"545","HP","Pavilion","Intel","Core i7",11,0,16,"DDR4",512,0,"Windows","64-bit",4,"Gaming",16,0,1,"No","Yes",1454.67741935484,107262,15,4.3,6,1,"high"
"547","MSI","Prestige","Intel","Core i7",10,0,16,"DDR4",512,0,"Windows","64-bit",4,"Casual",16,0,1,"No","No",1774.03225806452,134990,18,4.3,138,30,"high"
"551","ASUS","VivoBook","Intel","Core i7",11,0,16,"DDR4",512,0,"Windows","64-bit",2,"Casual",15.1220212765957,1,1,"No","Yes",1274.03225806452,104990,24,4.5,35,4,"mid"
"552","DELL","XPS","Intel","Core i7",8,0,16,"DDR3",512,0,"Windows","64-bit",0,"ThinNlight",16,0,1,"No","Yes",1965.96774193548,139104,12,1.7,3,0,"high"
"553","ASUS","ZenBook","Intel","Core i7",8,0,16,"LPDDR3",512,0,"Windows","64-bit",0,"ThinNlight",15.1220212765957,1,1,"No","No",1386.93548387097,99990,14,4.4,18,0,"high"
"555","HP","Pavilion","Intel","Core i7",11,0,16,"DDR4",512,0,"Windows","64-bit",4,"Gaming",16,0,1,"No","Yes",1483.87096774194,113019,18,4.5,8,1,"high"
"558","MSI","Modern","Intel","Core i7",11,0,16,"DDR4",512,0,"Windows","64-bit",0,"Casual",15.1220212765957,1,0,"No","No",1048.22580645161,78990,17,4.4,33,5,"mid"
"563","MSI","Prestige","Intel","Core i7",10,0,16,"DDR4",512,0,"Windows","64-bit",2,"Casual",16,0,1,"No","No",1693.38709677419,123990,15,4,85,9,"high"
"565","ASUS","ZenBook","Intel","Core i7",8,0,16,"DDR3",512,0,"Windows","64-bit",0,"ThinNlight",16,0,1,"No","No",1612.74193548387,122990,18,4.3,30,7,"high"
"574","ASUS","ZenBook","Intel","Core i7",8,0,8,"LPDDR3",512,0,"Windows","64-bit",0,"ThinNlight",13.3,0,1,"No","No",1322.41935483871,102987,20,4.3,40,4,"mid"
"575","MSI","GF63","Intel","Core i7",9,0,8,"DDR4",512,0,"Windows","64-bit",4,"Casual",15.6,0,2,"No","No",1080.48387096774,104990,36,4.5,1639,230,"mid"
"576","MSI","GF65","Intel","Core i7",10,0,16,"DDR4",1024,0,"Windows","64-bit",6,"Casual",15.6,0,2,"No","No",1370.8064516129,123990,31,4.4,498,64,"high"
"579","ASUS","ASUS","Intel","Core i7",11,0,16,"DDR4",1024,0,"Windows","64-bit",4,"Gaming",15.6,0,0,"No","No",1596.61290322581,136990,27,4.5,445,56,"high"
"582","MSI","Stealth","Intel","Core i7",11,0,16,"DDR4",1024,0,"Windows","64-bit",6,"Casual",16,0,2,"No","No",1935.32258064516,162990,26,4.3,20,3,"high"
"584","ASUS","ZenBook","Intel","Core i7",10,0,16,"LPDDR3",1024,0,"Windows","64-bit",2,"Casual",16,0,1,"No","Yes",2015.96774193548,146990,14,4.6,17,1,"high"
"588","Lenovo","Yoga","Intel","Core i7",11,0,16,"LPDDR4X",1024,0,"Windows","64-bit",0,"Casual",16,0,1,"No","Yes",1983.70967741935,167890,26,3,4,2,"high"
"594","MSI","Pulse","Intel","Core i7",11,0,16,"DDR4",1024,0,"Windows","64-bit",8,"Casual",16,0,2,"No","No",2096.61290322581,179990,27,4.2,14,3,"high"
"597","acer","Predator","Intel","Core i7",11,0,16,"DDR4",1024,0,"Windows","64-bit",6,"Casual",16,0,1,"No","No",2096.61290322581,149990,13,4.5,54,7,"high"
"599","DELL","Inspiron","Intel","Core i7",11,0,16,"DDR4",1024,0,"Windows","64-bit",2,"Casual",16,0,1,"No","Yes",1515.40322580645,122300,23,4.8,4,0,"high"
"601","HP","Spectre","Intel","Core i7",11,0,16,"LPDDR4X",1024,0,"Windows","64-bit",0,"Casual",16,0,1,"Yes","Yes",2072.58064516129,152042,15,3.7,3,1,"high"
"602","Lenovo","Yoga","Intel","Core i7",11,0,16,"DDR4",1024,0,"Windows","64-bit",0,"Casual",16,0,1,"Yes","Yes",1661.12903225806,104033,1,4.4,16,2,"high"
"603","ASUS","ZenBook","Intel","Core i7",11,0,16,"LPDDR4X",1024,0,"Windows","64-bit",0,"Casual",16,0,1,"Yes","No",1935.32258064516,158990,24,4.8,8,1,"high"
"610","Lenovo","Yoga","Intel","Core i7",10,0,16,"LPDDR4X",1024,0,"Windows","64-bit",0,"ThinNlight",16,0,0,"No","No",1935.32258064516,148082,18,2.5,2,1,"high"
"613","Avita","Liber","Intel","Core i7",10,0,16,"DDR4",1024,0,"Windows","64-bit",0,"ThinNlight",14,0,0,"No","No",1015.96774193548,83390,24,3.9,207,49,"mid"
"614","Lenovo","ThinkBook","Intel","Core i7",11,0,16,"LPDDR4",1024,0,"Windows","64-bit",0,"Casual",13,0,1,"No","Yes",1386.93548387097,148158,41,3.4,7,2,"high"
"622","MSI","GF63","Intel","Core i7",10,0,8,"DDR4",256,1024,"Windows","64-bit",4,"Casual",15.6,0,2,"No","No",1032.09677419355,83990,23,4.3,794,83,"mid"
"623","ASUS","VivoBook","Intel","Core i7",10,0,16,"DDR4",256,1024,"Windows","64-bit",4,"Gaming",15.6,0,0,"No","No",1080.48387096774,97990,31,4.2,25,4,"mid"
"625","acer","Predator","Intel","Core i7",10,0,16,"DDR4",256,1024,"Windows","64-bit",6,"Casual",16,0,1,"No","No",1935.32258064516,140990,14,4.6,2038,313,"high"
"628","acer","Predator","Intel","Core i7",11,0,16,"DDR4",512,1024,"Windows","64-bit",4,"Casual",15.6,0,1,"No","No",1499.83870967742,130990,29,4.5,214,37,"high"
"629","acer","Predator","Intel","Core i7",11,0,16,"DDR4",512,1024,"Windows","32-bit",6,"Casual",15.6,0,1,"No","No",1935.32258064516,140990,14,4.5,342,54,"high"
"638","Smartron","t.book","Intel","Core m3",7,0,4,"DDR3",128,0,"Windows","64-bit",0,"Casual",12.2,0,0,"Yes","No",693.387096774194,45990,6,3.5,25,6,"low"
"639","MSI","Katana","Intel","Core i5",10,0,8,"LPDDR4",0,512,"DOS","32-bit",4,"Casual",15.1220212765957,1,0,"No","No",1403.06451612903,117990,26,4.5,218,27,"high"
"641","acer","Dual","AMD","Dual Core",10.3318112633181,1,4,"DDR4",256,0,"Windows","64-bit",0,"Casual",15.1220212765957,1,1,"No","No",515.967741935484,32990,3,4,762,104,"low"
"642","MSI","Pulse","Intel","Core i5",10,0,8,"LPDDR4",0,512,"DOS","32-bit",6,"Casual",15.1220212765957,1,0,"No","No",1774.03225806452,139990,21,4.6,78,16,"high"
"643","MSI","Pulse","Intel","Core i5",10,0,8,"LPDDR4",0,512,"DOS","32-bit",4,"Casual",15.1220212765957,1,0,"No","No",1767.58064516129,123990,11,4.6,5,2,"high"
"645","HP","Chromebook","Intel","Dual Core",10,0,4,"DDR4",0,512,"DOS","32-bit",0,"Casual",15.1220212765957,1,0,"No","No",995.887096774194,0,0,4.6,23,4,"mid"
"649","DELL","G15","Intel","GeForce GTX",10,0,8,"LPDDR4",0,512,"DOS","32-bit",4,"Casual",15.6,0,0,"No","No",1217.74193548387,83557,9,4.4,28,1,"mid"
"653","DELL","G15","Intel","GEFORCE RTX",10,0,4,"DDR4",0,512,"DOS","32-bit",4,"Casual",15.1220212765957,1,0,"No","No",1548.22580645161,124078,22,4.3,20,5,"high"
"654","MSI","GF65","Intel","Hexa Core",10.3318112633181,1,16,"DDR4",512,0,"Windows","64-bit",6,"Casual",15.6,0,2,"No","No",1241.77419354839,106990,28,4.5,298,49,"mid"
"655","MSI","GF63","Intel","Hexa Core",10.3318112633181,1,8,"DDR4",256,1024,"Windows","64-bit",4,"Casual",15.6,0,2,"No","No",903.064516129032,72990,23,4.4,2582,272,"mid"
"656","APPLE","MacBook","M1","M1",10,0,8,"DDR4",256,0,"Mac","64-bit",0,"Casual",13.3,0,1,"No","No",1386.93548387097,92900,7,4.7,6725,629,"high"
"657","APPLE","MacBook","M1","M1",10,0,8,"DDR4",256,0,"Mac","64-bit",0,"Casual",13.3,0,1,"No","No",1822.41935483871,122900,8,4.8,640,70,"high"
